1.318387994615186631e-01,7.738372478180638447e-01
9.248374795181202312e-02,1.196811676901665678e-01
4.992485244692461688e-01,4.110975906404578106e-01
8.287903299173488003e-01,1.496307720364511429e-01
1.495178133962259404e-01,4.917930051919765511e-01
9.377639165425417644e-01,4.657090702754534961e-01
6.755335225243608299e-02,5.069390603040964116e-01
9.475676359515650127e-01,1.575841627246827858e-01
1.269523614937362321e-01,2.849243567729287108e-02
9.624572105083422091e-01,6.172950213922065998e-01
2.544643384374357664e-01,7.746281596865348673e-01
8.694210959886308210e-01,8.144809813200248882e-02
7.586606833172890862e-01,7.107333101149025945e-01
9.175606604570151204e-01,9.393893308808288767e-01
5.954140829376562971e-01,9.575681566663302169e-01
4.319298989924068577e-01,8.025543821586772486e-01
2.291310993261339579e-01,9.461987323517742077e-01
8.025694968056028555e-01,7.529039230968345153e-01
3.872618986398963514e-01,5.378246689132049063e-01
1.345718197421247320e-01,5.569534761322281202e-02
3.394595370354180908e-01,3.243538097695826128e-01
8.085590070006822838e-01,3.929951420856238054e-01
1.297394136827212385e-01,1.527250526098011818e-02
6.484555598605200588e-01,6.656434294070544544e-01
4.430884425861583154e-01,1.296447323135765384e-01
5.826310493233580745e-01,9.188736346660686394e-02
3.730077492289802787e-01,9.035504313437547896e-02
5.610704867879766633e-01,7.905979739807518225e-01
1.353191443440026065e-01,9.730734787603622093e-01
4.926971341609958088e-01,9.625062439350985377e-01
5.996265051353316666e-01,9.821754380720966182e-01
4.059638338226989607e-01,1.604180815224669487e-01
4.564282818807277042e-01,5.995498624903968787e-01
5.328573942758264570e-01,2.025392041298007539e-01
5.614455060694394373e-01,8.300149366357569836e-01
5.611409685502635192e-01,7.529846620333398022e-01
1.363712899727872463e-01,2.698880449234197787e-01
2.354185034931249865e-01,2.472835750488200368e-02
8.391154315488793536e-01,5.431305559878605305e-01
8.282158174614692170e-01,7.862854355306470033e-02
2.192978171603332527e-01,3.775001211754233088e-01
4.916396144141109703e-01,3.838054753434031463e-01
7.962881895085335282e-01,3.232792769957569812e-01
8.738687794292520072e-01,1.212216405313236711e-01
1.488189550020091456e-02,2.113766921456072811e-01
2.302227712661886194e-01,8.305268656991087184e-01
5.577387936415895142e-01,3.932770289865740176e-01
3.927222393307714388e-01,6.544628734341761955e-01
7.689977347556721243e-01,4.119015738208572364e-01
1.917817102053496203e-01,1.996665565185862246e-02
4.598794688335975378e-01,7.117615736883136091e-01
6.947318586901916060e-01,2.170906434774971805e-01
6.441189855980528067e-01,7.552986416046294504e-01
8.390521404061712651e-01,9.220418057438003467e-01
8.709804722513800890e-01,2.947396173532124131e-03
8.623705801839745000e-01,8.609958892383012818e-01
7.846349015889541034e-01,3.976064157054711723e-01
8.162505593849499475e-01,5.691114093680196273e-01
6.655260751842142497e-01,5.286332315045843000e-01
5.063935800480554583e-01,7.241425992345567053e-01
2.092681518144111630e-01,8.843654825255431451e-01
9.874710966871140805e-01,7.569837061540396483e-02
7.460748645612811369e-01,4.498870668525485339e-01
5.463923558928212021e-01,5.867780422320623135e-01
6.813214198948087663e-01,6.175044407431623528e-01
4.133691664575476210e-01,1.006216979560661251e-01
2.878831679822431155e-01,6.594156488556279783e-01
6.174677794950711451e-01,1.307376307446475039e-01
9.654889364629841708e-01,1.161834569323179078e-01
2.516535837427199551e-01,7.920818990022727712e-01
7.182031881615447144e-02,8.738340087330558337e-01
8.258774266406414544e-01,2.757245865084246850e-01
7.964253305888027157e-01,4.879850812910230262e-01
8.967069929838602516e-01,9.387130896888399301e-01
7.073472817824073555e-01,4.216177828934792871e-01
5.278806820025865321e-01,3.252524210546956507e-01
5.956843805655430701e-01,3.013495709119760058e-01
6.950982720285273642e-01,8.449700729088887030e-01
4.456984055758833607e-01,1.041633870018099373e-02
2.079520309764805175e-01,3.934327951004060742e-01
6.123962323317213574e-01,5.969101588015764959e-01
4.736027152565752685e-01,5.152517262913293150e-01
1.286013267860875997e-01,7.044496070515470221e-01
5.997568064943534782e-01,5.707599803437414243e-01
3.589812824743265907e-02,3.742148982108469690e-01
1.703634505570553737e-01,2.045919426572198052e-01
4.552436867807659882e-01,6.163308783617367226e-01
7.478037585890594530e-01,9.008069779116938403e-01
2.719846212642572647e-01,7.363574620382570268e-01
3.863601754531658106e-01,5.412011746216398578e-01
2.708653862154387637e-01,8.158959864101784643e-01
9.472993527540798375e-01,3.279455153489319041e-01
2.125962888994044064e-01,7.072500317539821557e-01
6.469485618208392630e-01,8.466445642674013117e-01
2.684408565615239439e-01,4.227092279088490168e-01
5.790975335892900588e-03,7.565159428554714127e-01
3.732236678299790666e-01,5.982834329573022414e-01
3.024971409923860044e-01,2.990786759633801140e-02
6.355454214460287687e-02,4.689201825410973523e-01
1.654698525403689446e-01,8.859243801486462733e-01
9.629013088268076892e-01,9.304161128804666614e-02
3.483938923225207152e-01,2.087350433037316044e-01
9.998438947811879585e-01,2.959562138064834036e-01
3.749941674711292361e-01,4.547442526969652787e-01
6.201524394307986743e-01,7.070531549225382850e-01
2.483416346840016109e-01,8.523668612210142381e-01
9.404281671860222902e-01,4.340731260153291027e-01
5.153359755966625544e-01,6.484088029190219205e-01
8.103516854921505308e-01,4.108824743081005426e-01
5.831610962153678246e-01,7.144391768094099371e-01
8.142637894239506124e-01,4.115353197488547110e-01
4.578913220751340551e-01,6.489151101210054451e-01
2.771859134629263144e-01,5.476647347233032370e-01
8.742249710581360134e-01,7.684194055705226845e-01
1.036316427990543465e-01,7.936977874928430321e-01
2.146363427166915194e-01,5.626270073007897388e-01
3.713633972473073808e-02,2.566812042808122030e-01
3.229197005917942009e-01,8.701537562741873399e-01
8.041139716721266151e-01,3.615833086383962724e-01
4.019044108556169004e-01,9.530137588992837472e-01
7.528934478228043181e-01,2.218455664097069846e-01
4.501144821518773265e-01,7.253598609067823944e-02
3.145121109591542119e-01,4.032766518038074510e-01
5.004515444997945650e-01,9.133327321632271900e-01
5.629959951322446310e-01,4.891843747249556840e-01
5.306046489457554305e-01,4.134369068074621456e-01
9.649860512010948188e-01,2.364658571052355995e-01
2.551193199208139362e-01,7.007732210710279075e-01
5.025741218002358623e-01,7.433251920272936353e-01
9.255777589819829121e-01,9.774862929707117676e-02
6.020877679654812464e-01,2.298373368274577722e-01
9.799622107880995303e-01,6.327623470225115510e-01
5.224932319285786608e-01,5.729195664222787032e-01
2.964368213146939546e-03,8.569349138228967711e-01
1.749387934018501456e-01,7.953248710405846911e-01
2.463164513229925134e-01,2.448223748392173160e-01
6.182748984228166877e-01,1.924262962506499974e-01
7.423036475474300566e-01,1.793322365603194912e-01
1.229748007623966410e-01,2.744669662278667044e-01
7.641001717213123934e-01,3.979433289936218365e-01
9.924539538925852833e-01,6.953697355441332828e-01
1.693208958157191857e-01,4.525370147009771804e-01
8.927940606484009445e-01,3.415049700113745867e-01
7.823965529758372117e-01,4.746358714768982301e-01
2.159757326204611028e-01,3.802143055301451247e-01
9.882338777434240829e-01,6.887605531061972153e-01
5.213724824456412721e-01,7.129185872067078655e-02
6.148386644535952517e-01,5.720993792924939925e-01
1.366601968590164251e-02,1.500774379508227341e-01
5.214811214783975357e-01,4.274337843987916497e-01
2.551329451287264183e-01,3.407837305327208188e-01
7.448395678820872723e-01,7.562809936997462179e-01
5.332799844202710249e-01,4.745842832385024357e-01
6.272089961085506316e-01,5.872953964835225804e-03
3.539617738332313523e-01,8.943141605612725531e-01
3.211548340993801709e-01,4.118512016850549573e-01
1.349306434644420571e-01,8.329326175331552840e-01
6.101362774510767917e-01,1.995200657347222517e-01
1.391197209391927814e-01,8.136116217616895518e-03
4.669186508258826862e-02,3.294574222635004990e-02
4.054775399741720188e-01,8.638779931347508878e-01
9.385653395549726774e-01,2.189185953606592738e-01
5.921741191258426129e-01,5.682357073604947795e-01
1.559846142064919006e-01,1.198301876110359210e-01
3.541917011861752673e-01,7.683771815131409388e-01
8.563133860215139670e-01,8.818610355006154533e-01
7.203817759321264891e-01,5.560711182015958265e-01
7.296344846841937848e-01,2.553094135028244338e-04
2.170913662412421452e-02,5.893984642745450087e-01
8.401333519235003600e-01,2.680235830362729388e-01
9.643053928025036026e-01,1.112036247666363664e-01
8.736255330808766484e-01,2.420206428687414757e-01
1.427136556387230693e-01,8.274433514177741422e-01
1.650483624187488729e-01,7.848301573568281508e-01
3.211642441183185648e-01,5.793437754632372316e-01
3.006907134330187858e-01,6.646670496326594346e-01
5.970188869282909705e-01,6.959490988245566889e-01
1.189790922513910276e-01,6.161297622469684709e-01
2.233722247807290451e-01,6.947985333755218873e-01
9.075391296353821913e-01,2.952607160285138921e-01
7.737775418478936018e-01,7.551729005090541680e-01
1.527011090421974693e-01,9.755780144390574504e-01
8.603797283148677533e-01,9.038227946149417491e-01
3.720027208840376298e-01,2.013109477156126426e-01
9.222159190110459370e-01,3.990168111508241022e-01
7.643456544744879899e-01,7.399373485364260095e-01
5.884456699990717743e-01,7.746657815590962670e-01
4.786098622422383375e-01,4.887123206525424424e-01
6.027776000527296230e-01,1.731023231506240156e-01
6.693926432984079744e-01,1.751953288949771315e-01
3.688335523041618158e-01,6.065995663833813056e-01
9.712521788263008826e-01,3.075629458072506317e-01
9.476555263308203969e-01,6.871037225999361286e-01
9.978640504277920265e-01,5.625737351329171965e-01
2.034422406892687496e-01,7.978731421898899168e-02
3.122168753865885993e-01,9.438419017983779025e-01
1.661070241388199475e-01,2.019727991691109281e-01
8.136141678200831118e-01,3.177974900126295799e-01
7.286893170175298140e-01,6.200718079152037765e-01
5.158689725269652859e-01,2.392848306183916751e-01
1.743112445421250989e-01,6.779575398651663809e-01
8.786259624026199200e-01,5.893400258801620994e-01
8.359958231330414380e-01,2.158837538475205653e-01
4.426269770314267271e-01,5.863976806376448581e-01
7.508967586902122182e-01,7.752777079678436767e-01
6.185826521975344994e-01,6.587079222966342185e-01
2.017757929461881927e-01,2.830494260997898914e-01
4.296912827483635455e-01,3.439410861741105663e-01
8.184088363329731219e-01,8.039144084436337101e-01
6.617917739838002911e-01,7.409371535720207236e-01
2.424064111307847602e-01,2.066816441073363597e-01
1.095706484356517851e-01,8.456854272807768913e-01
3.431759938789272768e-01,8.846484589343472926e-01
2.305174334294293192e-01,2.598872449882688729e-01
6.276906051659761898e-01,2.067568326605314644e-01
1.678096524493218888e-01,4.628894264168345041e-01
1.803128742514219507e-01,5.312740057670539695e-02
9.901816601334401113e-01,8.515107617185283528e-01
3.708048891816828618e-02,5.782989101201744253e-01
7.261422063579333619e-01,3.568598483489355822e-01
5.027053163276709036e-01,1.805598491071862544e-01
1.040229314957008544e-01,1.119036265528107199e-01
4.529023475433713308e-01,9.105853767558174106e-01
6.250998203652142760e-01,1.145178419869659070e-01
7.742781811081168586e-01,7.013925689185974699e-01
8.247567268190838519e-01,5.117189710048174467e-01
4.094913367706808360e-01,6.097655867664054652e-01
3.391017860281426710e-01,3.973476774524472566e-01
6.503559579580409089e-02,3.712648241728192522e-01
6.730146816793989295e-01,4.636502163118058073e-01
5.755190582889375683e-01,1.128173326656995989e-01
5.583715608495203320e-01,9.732335266914449168e-02
7.489569797984690913e-01,2.757484778760150856e-01
7.530348521730949596e-01,3.248041390777474113e-01
2.987226610689918127e-01,4.241762896968610530e-01
9.696440194816070557e-01,3.836343063786142871e-01
5.737537906267399235e-01,4.863979933536628497e-01
7.388209064101430856e-01,9.623497119222701457e-01
9.553285152942236902e-01,7.373603829826402833e-02
8.796221611429461129e-01,5.951760859453484320e-01
5.233633503348538163e-01,1.430902348254472489e-01
7.785205719587895423e-01,6.103709209183371120e-01
6.164982658069573240e-02,3.405581130852792793e-01
3.490600456841645993e-01,7.096502076565214256e-01
5.086753604380210847e-01,5.305362878563963935e-01
7.903644338989787022e-01,7.232116576088796212e-01
1.937173678630514928e-01,1.796935364389412593e-01
9.908764355262754675e-01,6.706923752044878784e-01
1.651740051121364239e-01,3.404226351385306604e-01
8.751230655177334450e-01,3.302501349122423102e-01
2.859887422373587063e-01,7.133035725009992944e-01
9.799827569574031116e-01,3.517217550145008698e-01
9.752530403738941533e-01,4.988488783526335846e-01
