x,y
-1.7163758172224248,-0.5518067452855167
-1.684882682961463,-0.10524935280486795
-1.653389548700501,0.06356765877543964
-1.6218964144395394,0.03396380502530105
-1.590403280178577,0.2850074666626484
-1.5589101459176151,0.3449280297861749
-1.5274170116566532,0.5573288846096595
-1.4959238773956913,0.6352613695645121
-1.4644307431347294,0.7814024442171641
-1.4329376088737678,0.9379338617317143
-1.4014444746128059,0.9328297124622411
-1.3699513403518437,1.1117065517829436
-1.3384582060908818,1.043892211549849
-1.30696507182992,0.9652731768351069
-1.2754719375689578,1.3150778667060807
-1.2439788033079962,1.1257191189717892
-1.2124856690470343,1.0414724278506
-1.1809925347860724,1.4854613177095968
-1.1494994005251105,1.4615653822161905
-1.1180062662641483,1.321901481362037
-1.0865131320031864,1.3438530634241865
-1.0550199977422245,1.0527145866236445
-1.0235268634812624,1.2135675533920742
-0.9920337292203006,0.8335828318994333
-0.960540594959339,0.7219213161816141
-0.929047460698377,1.1313898288837478
-0.8975543264374151,0.622204846985983
-0.866061192176453,0.364177144456095
-0.8345680579154913,0.5719966503168921
-0.8030749236545293,0.3850465597329646
-0.771581789393567,0.38747372444092143
-0.7400886551326054,0.24105656035101697
-0.7085955208716435,0.06722542981250826
-0.6771023866106815,-0.3514037621516311
-0.6456092523497197,-0.16103642085946038
-0.6141161180887577,-0.03034028067873365
-0.5826229838277958,-0.662459591037712
-0.5511298495668339,-0.7719175932572325
-0.5196367153058719,-0.8236997707702882
-0.48814358104490996,-0.9944128791218312
-0.45665044678394806,-1.146583603050371
-0.42515731252298616,-1.1189293231212614
-0.3936641782620243,-1.2597255486606616
-0.36217104400106226,-1.2216703280519257
-0.33067790974010025,-1.4036806522338219
-0.29918477547913835,-1.5114794631734558
-0.26769164121817646,-1.5063572372926917
-0.23619850695721428,-1.5673950893938753
-0.204705372696253,-1.85883268701768
-0.17321223843529082,-2.087236806552114
-0.14171910417432892,-1.6595965343437085
-0.11022596991336704,-1.5306456000035749
-0.07873283565240516,-1.5426494057305615
-0.04723970139144298,-1.7332866727179321
-0.015746567130481094,-1.6003059694459973
0.01574656713048079,-1.5172414663547233
0.04723970139144267,-1.6949551072950313
0.07873283565240455,-1.4574449619365177
0.11022596991336643,-1.3035489666424271
0.14171910417432831,-1.5026216623914928
0.17321223843529082,-1.4131735542685189
0.20470537269625239,-1.3886367392182706
0.23619850695721428,-1.166846955810362
0.2676916412181762,-0.9904422118639724
0.299184775479138,-1.1147953226802947
0.3306779097400999,-0.5460184826677466
0.3621710440010618,-0.6058181976102626
0.3936641782620237,-0.2933480331459999
0.42515731252298555,-0.38959029744779494
0.4566504467839478,-0.10053719790774618
0.4881435810449096,-0.07410588807250869
0.5196367153058715,0.030707135871274577
0.5511298495668334,0.10952587163299161
0.5826229838277953,0.7869925600341344
0.6141161180887572,0.5643247526573512
0.6456092523497191,0.49312914405157726
0.6771023866106812,0.5767925587815136
0.7085955208716431,0.9601635210322802
0.740088655132605,0.8068890226845404
0.7715817893935669,0.9945644947872737
0.8030749236545288,0.974808151744798
0.8345680579154907,1.2788095775103898
0.8660611921764525,1.203291659327592
0.8975543264374144,1.0702372841377188
0.9290474606983763,1.163324927196616
0.9605405949593385,1.1674885924343539
0.9920337292203004,1.1323024421110226
1.023526863481262,1.355808116288659
1.0550199977422245,0.979295272891609
1.086513132003186,1.0163684108456743
1.1180062662641481,0.9744199401175216
1.1494994005251098,0.9669258598784689
1.180992534786072,1.2274627493466088
1.2124856690470336,0.825235765208595
1.2439788033079957,0.3956941307682114
1.2754719375689574,0.6250668947278507
1.3069650718299195,0.4247436342114269
1.3384582060908816,0.5308683485839171
1.3699513403518433,0.36180862852754014
1.4014444746128054,0.37620917676436977
1.432937608873767,0.13315607408183708
1.4644307431347292,0.0373153877705591
1.4959238773956913,-0.0568945599911779
1.527417011656653,-0.3281886153644556
1.5589101459176147,-0.5306609524783198
1.5904032801785768,-0.49605144562365866
1.621896414439539,-0.5808148874766978
1.6533895487005006,-0.968721093593734
1.6848826829614627,-0.935257580296159
1.7163758172224244,-1.2678174534336355
