x,y
-1.717676693426471,-0.34788513139041305
-1.6888081775705641,-0.13202447526353286
-1.6599396617146567,-0.1542834363374765
-1.6310711458587497,0.2962346400437356
-1.602202630002843,-0.12129618259492737
-1.5733341141469355,0.514058761068197
-1.5444655982910285,0.5234046358928294
-1.5155970824351215,0.5260510346921783
-1.4867285665792143,0.6585270240889901
-1.4578600507233073,1.0205452337743637
-1.4289915348674,1.0050931462594732
-1.400123019011493,1.1630984683285048
-1.371254503155586,1.2836342776559437
-1.342385987299679,0.7273979525305327
-1.3135174714437718,1.2746314046129366
-1.2846489555878648,1.2278209495965586
-1.2557804397319579,0.982173443722456
-1.2269119238760506,1.292570920792272
-1.1980434080201436,1.10782776207817
-1.1691748921642364,1.1220813996215286
-1.1403063763083294,1.268185777637954
-1.1114378604524224,1.2729887808716258
-1.0825693445965152,1.2631108096890418
-1.0537008287406082,1.01909047211811
-1.024832312884701,1.0513012000356425
-0.9959637970287941,1.1399451860194045
-0.9670952811728869,1.0063605263115318
-0.9382267653169798,0.8728228638583126
-0.9093582494610728,1.0412789298867133
-0.8804897336051657,0.4867284263509359
-0.8516212177492586,0.7709104197716568
-0.8227527018933516,0.5162200227020188
-0.7938841860374445,0.38320996960590575
-0.7650156701815373,0.41305840183353326
-0.7361471543256304,0.09702287229456773
-0.7072786384697233,0.3251612265811676
-0.6784101226138162,-0.4363445284400794
-0.6495416067579091,-0.14089472323121832
-0.6206730909020021,-0.27642462475366236
-0.5918045750460951,-0.49754420216252626
-0.5629360591901879,-0.7525067297054411
-0.5340675433342809,-0.5653001688346107
-0.5051990274783738,-0.7175129442239011
-0.4763305116224666,-0.8903591072293007
-0.4474619957665596,-0.9887733941698179
-0.4185934799106525,-1.2449682024510373
-0.3897249640547455,-1.295520987510362
-0.36085644819883855,-1.2963709132585297
-0.3319879323429314,-1.4722694494341544
-0.3031194164870241,-1.6768709561784911
-0.2742509006311172,-1.6998308182902384
-0.24538238477520957,-1.6076926881239546
-0.2165138689193029,-1.7554855160769434
-0.18764535306339594,-1.6786207588722628
-0.15877683720748867,-1.7684847889535829
-0.12990832135158167,-1.7715705712656307
-0.1010398054956747,-1.6732462278351703
-0.07217128963976743,-1.85817941070031
-0.04330277378386046,-1.7031463145395418
-0.014434257927953487,-1.7157310504281325
0.014434257927953791,-1.604155699725391
0.043302773783860764,-1.531862563593541
0.07217128963976774,-1.627294248785847
0.10103980549567501,-1.5818485550569594
0.12990832135158198,-1.50027783796342
0.15877683720748897,-1.2317242582270698
0.18764535306339625,-1.2128999901147002
0.21651386891930322,-0.9667883582277571
0.24538238477521018,-1.0171000615274024
0.27425090063111746,-1.2069815251593106
0.30311941648702445,-0.8620012241430861
0.3319879323429314,-0.7348157967008184
0.36085644819883866,-0.660945997983411
0.38972496405474566,-0.25070302506857894
0.41859347991065265,-0.3424695941704348
0.44746199576655993,-0.33968622602914983
0.47633051162246687,-0.09137711898030651
0.5051990274783739,0.08703062648221077
0.5340675433342812,0.03372280324228314
0.5629360591901881,0.4635863399845306
0.5918045750460954,0.44902226827401415
0.6206730909020024,0.40022297109377
0.6495416067579093,0.39593056556476175
0.678410122613817,0.6552224534572304
0.7072786384697236,0.8598864901931509
0.7361471543256306,0.8292955413835176
0.7650156701815378,0.9012478675890158
0.7938841860374448,0.9622028114020839
0.8227527018933518,0.9689196104857052
0.851621217749259,1.135953853140012
0.880489733605166,0.9681257036177877
0.909358249461073,1.0034680043985067
0.9382267653169802,1.2169462282657328
0.9670952811728872,1.3074569677666006
0.9959637970287942,1.181212407111149
1.0248323128847014,1.0185880582383622
1.0537008287406082,1.0710038681841478
1.0825693445965157,1.1563598474528343
1.1114378604524227,0.9474709841863318
1.1403063763083297,0.9213351930679375
1.1691748921642366,0.9605323052715614
1.1980434080201436,0.9569732406169674
1.2269119238760513,0.7019465146584499
1.2557804397319583,0.82568890591218
1.284648955587865,0.8482379124317424
1.313517471443772,0.8324032734583268
1.342385987299679,0.30051286593078225
1.371254503155586,0.31003748887558846
1.4001230190114937,0.282056192320144
1.4289915348674007,0.32760394199727255
1.4578600507233077,-0.04856820864252744
1.4867285665792147,-0.19999863456587444
1.515597082435121,-0.29983562938614483
1.5444655982910291,-0.4091730294901168
1.5733341141469361,-0.4604853582235049
1.6022026300028431,-0.7278926838196988
1.6310711458587501,-0.7036924922270297
1.6599396617146571,-0.9728742690835052
1.6888081775705641,-0.9175777991919115
1.717676693426471,-1.1905825580387357
